BN,School_Year,Start_Date,Overall_Rating,Indicator_1.1,Indicator_1.2,Indicator_1.3,Indicator_1.4,Indicator_1.5,Indicator_1.6,Indicator_1.7,IndicatorOverall_1,Indicator_2.1,Indicator_2.2,Indicator_2.3,Indicator_2.4,Indicator_2.5,Indicator_2.6,Indicator_2.7,IndicatorOverall_2,Indicator_3.1,Indicator_3.2,Indicator_3.3,Indicator_3.4,Indicator_3.5,Indicator_3.6,Indicator_3.7,Indicator_3.8,IndicatorOverall_3,Indicator_4.1,Indicator_4.2,Indicator_4.3,Indicator_4.4,Indicator_4.5,Indicator_4.6,Indicator_4.7,IndicatorOverall_4,Indicator_5.1,Indicator_5.2,Indicator_5.3,Indicator_5.4,Indicator_5.5,Indicator_5.6,Indicator_5.7,IndicatorOverall_5
R014,2007-08,2007-10-22T00:00:00.000,UPF,P,P,P,P,P,U,UPF,P,UPF,U,UPF,P,U,U,UPF,U,P,UPF,UPF,UPF,P,UPF,P,No Data,UPF,P,P,UPF,UPF,P,UPF,P,P,P,P,P,UPF,UPF,UPF,P,P
X101,2007-08,2007-10-22T00:00:00.000,WD,WD,WD,0,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD
X102,2007-08,2007-10-22T00:00:00.000,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,WD,P,UPF,P,WD,UPF,No Data,P,WD,UPF,P,P,P,P,P,P,P,P,P,P,P,UPF,P,P
X138,2007-08,2007-10-22T00:00:00.000,P,WD,UPF,WD,UPF,P,WD,P,P,WD,P,UPF,WD,WD,P,P,P,P,WD,UPF,UPF,P,P,P,No Data,P,UPF,P,UPF,P,P,P,P,P,UPF,UPF,UPF,P,P,WD,P,P
X181,2007-08,2007-10-22T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD
X190,2007-08,2007-10-22T00:00:00.000,P,WD,WD,WD,P,WD,WD,WD,WD,P,P,WD,WD,WD,P,P,P,P,P,P,P,WD,O,WD,No Data,P,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,P,WD,WD,WD,P
X216,2007-08,2007-10-22T00:00:00.000,UPF,P,WD,WD,P,P,P,P,P,UPF,P,WD,UPF,P,P,UPF,UPF,P,WD,P,UPF,WD,P,P,No Data,P,WD,P,WD,UPF,P,P,P,P,UPF,UPF,P,UPF,P,UPF,WD,UPF
X272,2007-08,2007-10-22T00:00:00.000,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,P,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
X542,2007-08,2007-10-22T00:00:00.000,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,P,WD,WD,O,WD,WD,WD,P,P,WD,P,P,P,WD,P
X684,2007-08,2007-10-22T00:00:00.000,WD,WD,WD,WD,P,WD,P,WD,WD,WD,WD,WD,P,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
K185,2007-08,2007-10-23T00:00:00.000,WD,WD,WD,WD,P,WD,P,WD,WD,WD,WD,O,WD,O,WD,WD,WD,O,WD,WD,P,WD,O,O,No Data,WD,O,O,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,O,WD
Q082,2007-08,2007-10-23T00:00:00.000,P,P,P,P,P,P,U,UPF,P,UPF,P,P,P,P,P,UPF,P,P,WD,WD,UPF,WD,WD,WD,No Data,P,P,P,P,P,P,WD,WD,P,UPF,UPF,P,P,P,UPF,P,P
R019,2007-08,2007-10-23T00:00:00.000,WD,WD,WD,WD,WD,WD,P,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,O,O,WD,P,WD,WD,WD,No Data,WD,WD,WD,P,WD,WD,WD,WD,WD,UPF,UPF,P,P,P,P,WD,UPF
X096,2007-08,2007-10-23T00:00:00.000,WD,O,O,O,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,O,WD,WD,WD,WD,O,WD,WD,O,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,O,WD,O,WD
X105,2007-08,2007-10-23T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,O,WD,WD,P,P,WD,WD,WD,WD,WD,WD
X134,2007-08,2007-10-23T00:00:00.000,P,WD,WD,WD,WD,WD,WD,P,WD,P,P,P,P,P,P,P,P,P,WD,WD,P,P,P,P,No Data,P,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,P,P,P,P,P
X275,2007-08,2007-10-23T00:00:00.000,P,WD,WD,WD,WD,WD,WD,P,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,UPF,UPF,WD,WD,P,No Data,P,WD,WD,WD,WD,WD,WD,WD,WD,UPF,UPF,WD,WD,WD,P,WD,P
K204,2007-08,2007-10-24T00:00:00.000,WD,WD,O,O,WD,WD,WD,WD,WD,WD,WD,O,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,O,O,No Data,WD,WD,WD,WD,WD,O,O,WD,WD,WD,WD,O,WD,WD,WD,O,WD
K209,2007-08,2007-10-24T00:00:00.000,P,P,P,P,P,P,UPF,UPF,P,P,P,P,UPF,UPF,UPF,P,P,UPF,P,P,UPF,P,WD,P,No Data,P,P,P,UPF,P,P,P,WD,P,UPF,P,P,UPF,UPF,UPF,P,UPF
M173,2007-08,2007-10-24T00:00:00.000,P,P,P,P,P,P,P,P,P,UPF,P,P,UPF,P,P,P,P,P,WD,P,UPF,WD,WD,WD,No Data,P,UPF,P,UPF,WD,P,WD,WD,P,P,UPF,P,P,P,P,UPF,P
R003,2007-08,2007-10-24T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,P,WD,WD,O,WD,WD,WD,WD,WD,WD,O,O,No Data,WD,WD,WD,P,WD,O,O,WD,WD,WD,WD,WD,WD,WD,WD,O,WD
R013,2007-08,2007-10-24T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,P,P,WD,P
X050,2007-08,2007-10-24T00:00:00.000,P,WD,WD,WD,P,WD,P,UPF,P,P,WD,WD,P,P,P,P,P,WD,P,P,UPF,P,P,WD,No Data,P,UPF,P,UPF,P,P,P,P,P,WD,UPF,P,P,WD,P,P,P
X098,2007-08,2007-10-24T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,O,P,WD,No Data,WD,WD,WD,WD,WD,O,WD,O,WD,P,P,WD,WD,O,WD,O,WD
X150,2007-08,2007-10-24T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,O,WD,WD,WD,WD,WD,O,O,WD,WD,WD,No Data,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,P,WD,WD,WD,P,WD,WD
X160,2007-08,2007-10-24T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,P,P,P,WD,WD,WD,No Data,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
X295,2007-08,2007-10-24T00:00:00.000,P,P,P,WD,UPF,P,UPF,P,P,P,P,WD,P,WD,WD,P,P,WD,WD,WD,UPF,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,UPF,UPF,WD,P,O,P
X514,2007-08,2007-10-24T00:00:00.000,WD,WD,WD,WD,P,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD
K128,2007-08,2007-10-25T00:00:00.000,WD,O,O,O,O,O,O,O,O,WD,O,O,WD,WD,WD,WD,WD,WD,O,O,O,O,O,O,No Data,O,O,O,O,O,O,O,O,O,WD,WD,O,O,O,WD,O,WD
K226,2007-08,2007-10-25T00:00:00.000,WD,WD,O,WD,P,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,P,WD,WD,WD,WD,P,WD,O,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,P,WD,WD
K259,2007-08,2007-10-25T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,WD,P,O,O,O,No Data,WD,WD,WD,WD,O,O,O,O,WD,WD,WD,O,O,O,O,O,O
M132,2007-08,2007-10-25T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,P,WD,WD,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD
Q029,2007-08,2007-10-25T00:00:00.000,P,WD,WD,WD,WD,WD,WD,P,WD,P,WD,WD,P,WD,P,P,P,WD,P,P,P,WD,WD,WD,No Data,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD
Q200,2007-08,2007-10-25T00:00:00.000,P,WD,WD,WD,WD,WD,P,WD,WD,P,WD,WD,WD,WD,P,P,P,WD,WD,WD,P,P,WD,P,No Data,P,WD,WD,WD,WD,WD,WD,WD,WD,UPF,UPF,P,P,P,P,WD,P
R008,2007-08,2007-10-25T00:00:00.000,WD,WD,WD,WD,P,WD,WD,P,WD,WD,WD,O,WD,O,O,WD,WD,WD,O,WD,P,WD,O,WD,No Data,WD,WD,WD,WD,WD,WD,O,O,WD,WD,WD,WD,WD,WD,WD,O,WD
R020,2007-08,2007-10-25T00:00:00.000,P,P,P,P,P,P,P,P,P,P,P,WD,WD,WD,WD,WD,WD,P,P,WD,P,WD,WD,P,No Data,P,WD,WD,P,WD,P,WD,P,WD,P,P,P,P,P,UPF,WD,P
R038,2007-08,2007-10-25T00:00:00.000,WD,WD,WD,WD,P,P,P,P,P,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,P,WD,WD,P,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
R041,2007-08,2007-10-25T00:00:00.000,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
R075,2007-08,2007-10-25T00:00:00.000,WD,O,O,WD,WD,WD,WD,O,WD,WD,O,O,WD,WD,WD,WD,WD,WD,WD,WD,P,O,WD,O,No Data,WD,O,O,O,O,O,WD,WD,O,P,WD,WD,WD,WD,WD,O,WD
R036,2007-08,2007-10-26T00:00:00.000,P,P,WD,WD,P,WD,WD,P,P,P,P,P,P,P,WD,P,P,P,WD,WD,P,WD,P,WD,No Data,P,WD,WD,P,P,P,P,WD,P,P,P,P,P,P,WD,P,P
K163,2007-08,2007-10-29T00:00:00.000,WD,O,WD,O,WD,O,WD,WD,WD,P,WD,O,WD,WD,WD,WD,WD,WD,WD,O,WD,O,O,WD,No Data,WD,O,O,WD,WD,O,O,WD,O,P,O,WD,WD,WD,WD,WD,WD
K188,2007-08,2007-10-29T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,WD,WD,P,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
K201,2007-08,2007-10-29T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,O,WD,WD,P,P,WD,WD,O,WD,O,WD
M002,2007-08,2007-10-29T00:00:00.000,P,WD,WD,WD,WD,WD,WD,P,WD,P,P,WD,WD,P,P,P,P,WD,P,WD,P,WD,P,WD,No Data,P,P,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,P,P,WD,P
M008,2007-08,2007-10-29T00:00:00.000,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,No Data,WD,WD,P,WD,WD,WD,O,WD,WD,WD,P,WD,P,WD,P,O,P
M115,2007-08,2007-10-29T00:00:00.000,WD,WD,WD,WD,P,P,P,WD,P,WD,WD,WD,P,WD,P,WD,WD,WD,P,WD,P,WD,WD,WD,No Data,WD,WD,WD,P,WD,WD,WD,P,WD,WD,WD,P,P,WD,WD,WD,WD
M361,2007-08,2007-10-29T00:00:00.000,P,P,WD,UPF,UPF,P,P,P,P,P,P,P,WD,P,WD,WD,P,P,WD,WD,P,WD,WD,P,No Data,P,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,P,P,WD,WD,P
Q026,2007-08,2007-10-29T00:00:00.000,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,No Data,WD,WD,WD,P,WD,WD,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD
Q046,2007-08,2007-10-29T00:00:00.000,WD,WD,WD,WD,WD,WD,P,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,P,WD,WD,WD,WD,WD,UPF,UPF,P,P,P,P,WD,P
Q162,2007-08,2007-10-29T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
Q193,2007-08,2007-10-29T00:00:00.000,P,P,WD,WD,P,WD,WD,P,P,P,P,WD,P,WD,WD,WD,P,WD,WD,P,P,WD,WD,WD,No Data,WD,P,P,WD,WD,WD,WD,WD,WD,P,P,P,P,P,P,WD,P
X041,2007-08,2007-10-29T00:00:00.000,P,WD,WD,WD,P,WD,P,WD,WD,P,P,P,P,P,P,P,P,WD,WD,P,WD,O,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,P,P,P,P,P
M178,2007-08,2007-10-30T00:00:00.000,WD,WD,WD,WD,P,WD,WD,P,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,P,WD,WD,WD,O,WD,No Data,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,O,WD
M212,2007-08,2007-10-30T00:00:00.000,WD,WD,O,WD,O,O,O,O,O,WD,WD,O,WD,O,O,O,WD,O,WD,O,WD,O,O,WD,No Data,WD,WD,WD,O,WD,O,O,O,WD,O,P,O,O,O,WD,O,O
Q041,2007-08,2007-10-30T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,O,O,WD,WD,WD,O,O,WD,O,O,WD,No Data,WD,WD,WD,WD,O,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,O,WD
R057,2007-08,2007-10-30T00:00:00.000,P,WD,WD,WD,WD,WD,WD,P,WD,P,P,P,WD,WD,WD,WD,P,WD,P,P,P,WD,WD,WD,No Data,P,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,P,WD,P,WD,P
X304,2007-08,2007-10-30T00:00:00.000,WD,WD,P,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,P,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,O,O,WD,WD,WD,WD,WD,WD,WD,WD,WD
R605,2007-08,2007-10-31T00:00:00.000,P,WD,0,0,P,WD,P,P,P,P,P,WD,P,WD,WD,WD,P,WD,WD,P,P,WD,WD,O,No Data,WD,WD,P,P,WD,WD,WD,WD,WD,P,P,P,WD,WD,P,WD,P
K030,2007-08,2007-11-01T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,P,WD,P,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,P,WD,P,P,P,P,P,P,WD,P
K100,2007-08,2007-11-01T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,O,P,P,WD,O,WD,No Data,WD,P,P,WD,O,WD,WD,WD,WD,P,P,WD,WD,P,WD,WD,WD
K153,2007-08,2007-11-01T00:00:00.000,P,P,P,UPF,UPF,P,UPF,P,P,P,P,P,UPF,P,UPF,UPF,P,P,WD,P,UPF,P,P,WD,No Data,P,P,WD,P,P,P,WD,P,P,UPF,UPF,UPF,UPF,UPF,UPF,UPF,UPF
K223,2007-08,2007-11-01T00:00:00.000,P,P,P,P,P,P,P,P,P,P,P,P,UPF,P,P,P,P,P,P,P,UPF,P,P,P,No Data,P,WD,P,P,WD,WD,WD,P,P,P,P,P,P,P,P,UPF,P
K303,2007-08,2007-11-01T00:00:00.000,WD,O,WD,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD
K329,2007-08,2007-11-01T00:00:00.000,P,P,P,P,UPF,P,P,P,P,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,P,WD,WD,P,No Data,P,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
M041,2007-08,2007-11-01T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
M142,2007-08,2007-11-01T00:00:00.000,WD,P,P,P,WD,P,WD,P,P,WD,WD,WD,WD,P,WD,WD,WD,WD,O,WD,WD,WD,O,WD,No Data,WD,WD,WD,WD,WD,WD,WD,O,WD,P,P,WD,WD,WD,WD,WD,WD
M198,2007-08,2007-11-01T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,P,WD,WD,P,WD,WD,WD,P,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,P,P,WD,WD,WD,WD
M234,2007-08,2007-11-01T00:00:00.000,P,P,WD,P,P,UPF,P,WD,P,UPF,P,P,UPF,P,P,P,P,WD,WD,WD,WD,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,UPF,P,P,P,P,P,WD,P
M290,2007-08,2007-11-01T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,O,WD,WD,O,O,WD,WD,O,WD,WD,WD,O,O,No Data,WD,WD,WD,O,WD,O,WD,O,WD,WD,WD,WD,WD,WD,WD,O,WD
M492,2007-08,2007-11-01T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,P,WD,WD,WD,WD,O,P,P,P,O,P,WD,No Data,P,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
R016,2007-08,2007-11-01T00:00:00.000,P,WD,P,P,P,P,WD,P,P,P,P,P,P,P,UPF,P,P,WD,WD,P,P,WD,WD,WD,No Data,WD,P,WD,P,WD,WD,WD,WD,WD,P,P,P,UPF,P,P,WD,P
R042,2007-08,2007-11-01T00:00:00.000,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,WD,P,WD,WD
R052,2007-08,2007-11-01T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,O,WD,No Data,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,O,WD
R061,2007-08,2007-11-01T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,P,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,P,O,WD,WD,WD,WD,P,P,WD,WD,P,P,WD,P
X021,2007-08,2007-11-01T00:00:00.000,P,WD,WD,P,P,P,WD,P,P,P,P,WD,P,WD,P,P,P,P,P,P,P,WD,P,P,No Data,P,WD,WD,WD,WD,WD,P,WD,WD,P,P,P,P,P,P,WD,P
X119,2007-08,2007-11-01T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,WD,P,WD,WD,P,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,O,WD
X195,2007-08,2007-11-01T00:00:00.000,P,P,WD,WD,P,P,P,WD,P,P,P,WD,P,WD,WD,WD,P,WD,P,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,P,WD,P,P,P,WD,P,P,WD,P
K539,2007-08,2007-11-05T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
M033,2007-08,2007-11-05T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
M051,2007-08,2007-11-05T00:00:00.000,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,O,O,WD,WD,WD,WD,O,WD,WD,O,WD,No Data,WD,O,O,WD,WD,WD,O,O,WD,WD,WD,WD,WD,WD,WD,O,WD
M111,2007-08,2007-11-05T00:00:00.000,P,WD,WD,WD,P,WD,WD,P,WD,P,WD,WD,P,P,P,UPF,P,WD,WD,WD,P,WD,P,WD,No Data,WD,P,WD,WD,P,P,WD,P,P,P,P,P,P,P,P,P,P
Q101,2007-08,2007-11-05T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,P,WD,WD,WD,No Data,WD,WD,WD,O,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,O,WD
M011,2007-08,2007-11-07T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,WD,No Data,WD,O,O,O,O,WD,O,O,O,WD,WD,WD,WD,WD,WD,O,WD
M020,2007-08,2007-11-07T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,O,WD,WD,WD,P,WD,P,WD,WD,WD,WD,O,WD,No Data,WD,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,WD,O,WD
M042,2007-08,2007-11-07T00:00:00.000,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,No Data,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O
M134,2007-08,2007-11-07T00:00:00.000,P,P,WD,WD,WD,P,P,WD,P,UPF,UPF,WD,P,WD,P,WD,P,P,P,WD,P,WD,WD,WD,No Data,P,WD,WD,WD,WD,WD,WD,P,WD,UPF,UPF,P,P,P,P,P,P
M206,2007-08,2007-11-07T00:00:00.000,WD,WD,WD,WD,P,WD,WD,P,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,O,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,O,WD
M499,2007-08,2007-11-07T00:00:00.000,WD,O,O,O,O,O,O,WD,O,O,O,O,O,O,WD,WD,O,O,O,WD,P,O,O,O,No Data,WD,O,P,WD,O,O,O,O,WD,O,P,WD,WD,O,WD,O,WD
Q004,2007-08,2007-11-07T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,O,P,No Data,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,P,P,WD,WD,WD,WD
Q020,2007-08,2007-11-07T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,P,WD,UPF,WD,P,O,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD
Q095,2007-08,2007-11-07T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,P,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,P,WD,WD,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD
Q118,2007-08,2007-11-07T00:00:00.000,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,P,WD,WD,WD,WD,WD,WD,No Data,WD,P,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
Q213,2007-08,2007-11-07T00:00:00.000,WD,O,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,WD,P,WD,P
R044,2007-08,2007-11-07T00:00:00.000,P,WD,WD,WD,P,WD,WD,P,WD,P,WD,WD,P,P,WD,P,P,WD,WD,P,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,WD,P,P,WD,P
X108,2007-08,2007-11-07T00:00:00.000,P,WD,WD,P,P,P,WD,P,P,P,P,WD,P,P,P,P,P,WD,P,P,P,P,WD,P,No Data,P,P,WD,WD,WD,WD,WD,P,WD,P,P,WD,WD,WD,P,P,P
X168,2007-08,2007-11-07T00:00:00.000,WD,O,O,O,WD,O,O,O,O,WD,O,O,O,O,WD,WD,O,WD,O,WD,WD,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
X182,2007-08,2007-11-07T00:00:00.000,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,O,WD
X188,2007-08,2007-11-07T00:00:00.000,WD,WD,WD,WD,P,WD,WD,P,WD,WD,WD,WD,WD,P,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
